"id"	"ProteinCount"	"SpeciesCount"	"FunctionalCategory"	"ConsensusFunctionalDescription"
"VOG34829"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34830"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34831"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34832"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34833"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34834"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34835"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34836"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34837"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34838"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34839"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34840"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34841"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34842"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34843"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34844"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34845"	2	2	"Xu"	"REFSEQ membrane protein"
"VOG34846"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34847"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34848"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34849"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34850"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34851"	2	2	"Xu"	"REFSEQ head-to-tail stopper"
"VOG34852"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34853"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34854"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34855"	2	2	"Xu"	"REFSEQ membrane protein"
"VOG34856"	2	2	"Xu"	"REFSEQ membrane protein"
"VOG34857"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34858"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34859"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34860"	2	2	"Xu"	"REFSEQ phosphoheptose isomerase"
"VOG34861"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34862"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34863"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34864"	2	2	"Xu"	"REFSEQ DNA binding protein"
"VOG34865"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34866"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34867"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34868"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34869"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34870"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34871"	2	2	"Xu"	"REFSEQ DNA primase"
"VOG34872"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34873"	2	2	"Xu"	"REFSEQ dUTPase"
"VOG34874"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34875"	2	2	"Xu"	"REFSEQ DNA binding protein"
"VOG34876"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34877"	6	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34878"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34879"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34880"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34881"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34882"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34883"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34884"	2	2	"Xu"	"REFSEQ membrane protein"
"VOG34885"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34886"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34887"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34888"	2	2	"Xu"	"REFSEQ glycosyltransferase"
"VOG34889"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34890"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34891"	2	2	"Xu"	"REFSEQ helix-turn-helix DNA-binding domain protein"
"VOG34892"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34893"	2	2	"Xu"	"REFSEQ endonuclease"
"VOG34894"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34895"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34896"	2	2	"Xu"	"REFSEQ GntR family transcriptional regulator"
"VOG34897"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34898"	2	2	"Xu"	"REFSEQ HlyD family efflux transporter periplasmic adaptor subunit"
"VOG34899"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34900"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34901"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34902"	2	2	"Xu"	"sp|P90212|OPEP3_NPVOP OPEP-3 protein"
"VOG34903"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34904"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34905"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34906"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34907"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34908"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34909"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34910"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34911"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34912"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34913"	2	2	"Xu"	"sp|Q6GZU0|036L_FRG3G Uncharacterized protein 036L"
"VOG34914"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34915"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34916"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34917"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34918"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34919"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34920"	2	2	"Xu"	"REFSEQ transcriptional regulator"
"VOG34921"	2	2	"Xu"	"REFSEQ DnaJ-like chaperonin"
"VOG34922"	2	2	"Xu"	"REFSEQ gp042"
"VOG34923"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34924"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34925"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34926"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34927"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34928"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34929"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34930"	2	2	"Xu"	"REFSEQ membrane protein"
"VOG34931"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34932"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34933"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34934"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34935"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34936"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34937"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34938"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34939"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34940"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34941"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34942"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34943"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34944"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34945"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34946"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34947"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34948"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34949"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34950"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34951"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34952"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34953"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34954"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34955"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34956"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34957"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34958"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34959"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34960"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34961"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34962"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34963"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34964"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34965"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34966"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34967"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34968"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34969"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34970"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34971"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34972"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34973"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34974"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34975"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34976"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34977"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34978"	2	2	"Xu"	"REFSEQ decaheme cytochrome c"
"VOG34979"	2	2	"Xu"	"REFSEQ terminase large subunit"
"VOG34980"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34981"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34982"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34983"	2	2	"Xu"	"REFSEQ tail fiber protein"
"VOG34984"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34985"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34986"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34987"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34988"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34989"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34990"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34991"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34992"	2	2	"Xu"	"REFSEQ ribonuclease toxin of AT system"
"VOG34993"	2	2	"Xu"	"REFSEQ antitoxin from a toxin-antitoxin system"
"VOG34994"	2	2	"Xu"	"REFSEQ gp44"
"VOG34995"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34996"	2	2	"Xu"	"sp|Q38646|GP19_BPMU Uncharacterized protein gp19"
"VOG34997"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG34998"	2	2	"Xu"	"REFSEQ gp61"
"VOG34999"	3	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35000"	2	2	"Xu"	"sp|P03762|SIEB_LAMBD Superinfection exclusion protein B"
"VOG35001"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35002"	2	2	"Xu"	"REFSEQ gp57"
"VOG35003"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35004"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35005"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35006"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35007"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35008"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35009"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35010"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35011"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35012"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35013"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35014"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35015"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35016"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35017"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35018"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35019"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35020"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35021"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35022"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35023"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35024"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35025"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35026"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35027"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35028"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35029"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35030"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35031"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35032"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35033"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35034"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35035"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35036"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35037"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35038"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35039"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35040"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35041"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35042"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35043"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35044"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35045"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35046"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35047"	2	2	"Xu"	"REFSEQ structural protein"
"VOG35048"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35049"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35050"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35051"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35052"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35053"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35054"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35055"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35056"	2	2	"Xu"	"REFSEQ Erf-like ssDNA annealing protein"
"VOG35057"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35058"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35059"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35060"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35061"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35062"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35063"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35064"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35065"	2	2	"Xu"	"REFSEQ head morphogenesis"
"VOG35066"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35067"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35068"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35069"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35070"	2	2	"Xu"	"REFSEQ structural protein"
"VOG35071"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35072"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35073"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35074"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35075"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35076"	2	2	"Xu"	"REFSEQ structural protein"
"VOG35077"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35078"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35079"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35080"	6	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35081"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35082"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35083"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35084"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35085"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35086"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35087"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35088"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35089"	7	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35090"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35091"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35092"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35093"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35094"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35095"	2	2	"Xu"	"REFSEQ minor tail protein"
"VOG35096"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35097"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35098"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35099"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35100"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35101"	2	2	"XhXpXrXs"	"sp|P35837|NEEDL_BPP22 Tail needle protein gp26"
"VOG35102"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35103"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35104"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35105"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35106"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35107"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35108"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35109"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35110"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35111"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35112"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35113"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35114"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35115"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35116"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35117"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35118"	2	2	"Xu"	"REFSEQ DnaD-like helicase loader"
"VOG35119"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35120"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35121"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35122"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35123"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35124"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35125"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35126"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35127"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35128"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35129"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35130"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35131"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35132"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35133"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35134"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35135"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35136"	2	2	"Xu"	"REFSEQ head-tail adaptor"
"VOG35137"	2	2	"Xu"	"REFSEQ structural protein"
"VOG35138"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35139"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35140"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35141"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35142"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35143"	2	2	"Xu"	"REFSEQ structural protein"
"VOG35144"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35145"	2	2	"Xu"	"REFSEQ structural protein"
"VOG35146"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35147"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35148"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35149"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35150"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35151"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35152"	2	2	"Xu"	"REFSEQ DNA methyltransferase"
"VOG35153"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35154"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35155"	2	2	"Xu"	"REFSEQ head outer capsid protein"
"VOG35156"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35157"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35158"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35159"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35160"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35161"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35162"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35163"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35164"	2	2	"Xh"	"sp|A2C0A9|PYRE_PROM1 Orotate phosphoribosyltransferase"
"VOG35165"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35166"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35167"	2	2	"Xh"	"sp|Q0IDE8|PUR9_SYNS3 Bifunctional purine biosynthesis protein PurH"
"VOG35168"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35169"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35170"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35171"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35172"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35173"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35174"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35175"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35176"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35177"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35178"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35179"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35180"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35181"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35182"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35183"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35184"	2	2	"Xu"	"REFSEQ integrase"
"VOG35185"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35186"	3	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35187"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35188"	2	2	"Xu"	"REFSEQ DNA binding protein"
"VOG35189"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35190"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35191"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35192"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35193"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35194"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35195"	2	2	"Xu"	"REFSEQ head protein"
"VOG35196"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35197"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35198"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35199"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35200"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35201"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35202"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35203"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35204"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35205"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35206"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35207"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35208"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35209"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35210"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35211"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35212"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35213"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35214"	2	2	"Xu"	"REFSEQ tail spike protein"
"VOG35215"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35216"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35217"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35218"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35219"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35220"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35221"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35222"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35223"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35224"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35225"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35226"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35227"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35228"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35229"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35230"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35231"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35232"	2	2	"Xu"	"REFSEQ hypothetical protein"
"VOG35233"	2	2	"Xu"	"REFSEQ hypothetical protein"
